utterance_id,speaker_id,speaker_name,gender,nationality,original_set,event_id,file_path,split
utt_001331,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00017.wav,calibration
utt_001332,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00018.wav,calibration
utt_001333,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00019.wav,calibration
utt_001334,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00020.wav,calibration
utt_001335,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00021.wav,calibration
utt_001336,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00022.wav,calibration
utt_001337,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00023.wav,calibration
utt_001338,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00024.wav,calibration
utt_001339,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00025.wav,calibration
utt_001340,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00026.wav,calibration
utt_001341,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00027.wav,calibration
utt_001342,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00028.wav,calibration
utt_001343,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00029.wav,calibration
utt_001344,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00030.wav,calibration
utt_001345,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00031.wav,calibration
utt_001346,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00032.wav,calibration
utt_001347,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00033.wav,calibration
utt_001348,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00034.wav,calibration
utt_001349,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00035.wav,calibration
utt_001350,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00036.wav,calibration
utt_001351,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00037.wav,calibration
utt_001352,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00038.wav,calibration
utt_001353,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00039.wav,calibration
utt_001354,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00040.wav,calibration
utt_001355,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00041.wav,calibration
utt_001356,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00042.wav,calibration
utt_001357,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00043.wav,calibration
utt_001358,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00044.wav,calibration
utt_001359,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00045.wav,calibration
utt_001360,id10393,Irrfan_Khan,m,India,dev,oyWxfzbelHo,id10393/oyWxfzbelHo/00046.wav,calibration
utt_001361,id10393,Irrfan_Khan,m,India,dev,pxNluJ_THJg,id10393/pxNluJ_THJg/00001.wav,calibration
utt_001362,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00001.wav,calibration
utt_001363,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00002.wav,calibration
utt_001364,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00003.wav,calibration
utt_001365,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00004.wav,calibration
utt_001366,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00005.wav,calibration
utt_001367,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00006.wav,calibration
utt_001368,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00007.wav,calibration
utt_001369,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00008.wav,calibration
utt_001370,id10393,Irrfan_Khan,m,India,dev,RJU2Lx3pz6U,id10393/RJU2Lx3pz6U/00009.wav,calibration
utt_001371,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00001.wav,calibration
utt_001372,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00002.wav,calibration
utt_001373,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00003.wav,calibration
utt_001374,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00004.wav,calibration
utt_001375,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00005.wav,calibration
utt_001376,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00006.wav,calibration
utt_001377,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00007.wav,calibration
utt_001378,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00008.wav,calibration
utt_001379,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00009.wav,calibration
utt_001380,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00010.wav,calibration
utt_001381,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00011.wav,calibration
utt_001382,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00012.wav,calibration
utt_001383,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00013.wav,calibration
utt_001384,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00014.wav,calibration
utt_001385,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00015.wav,calibration
utt_001386,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00016.wav,calibration
utt_001387,id10393,Irrfan_Khan,m,India,dev,sV_ohWbzzQg,id10393/sV_ohWbzzQg/00017.wav,calibration
utt_001388,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00001.wav,calibration
utt_001389,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00002.wav,calibration
utt_001390,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00003.wav,calibration
utt_001391,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00004.wav,calibration
utt_001392,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00005.wav,calibration
utt_001393,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00006.wav,calibration
utt_001394,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00007.wav,calibration
utt_001395,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00008.wav,calibration
utt_001396,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00009.wav,calibration
utt_001397,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00010.wav,calibration
utt_001398,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00011.wav,calibration
utt_001399,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00012.wav,calibration
utt_001400,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00013.wav,calibration
utt_001401,id10393,Irrfan_Khan,m,India,dev,UGid3tWJXKw,id10393/UGid3tWJXKw/00014.wav,calibration
utt_001402,id10393,Irrfan_Khan,m,India,dev,VG1kjxkcfcA,id10393/VG1kjxkcfcA/00001.wav,calibration
utt_001403,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00001.wav,calibration
utt_001404,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00002.wav,calibration
utt_001405,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00003.wav,calibration
utt_001406,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00004.wav,calibration
utt_001407,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00005.wav,calibration
utt_001408,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00006.wav,calibration
utt_001409,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00007.wav,calibration
utt_001410,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00008.wav,calibration
utt_001411,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00009.wav,calibration
utt_001412,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00010.wav,calibration
utt_001413,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00011.wav,calibration
utt_001414,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00012.wav,calibration
utt_001415,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00013.wav,calibration
utt_001416,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00014.wav,calibration
utt_001417,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00015.wav,calibration
utt_001418,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00016.wav,calibration
utt_001419,id10393,Irrfan_Khan,m,India,dev,w3GPw1Kk2yQ,id10393/w3GPw1Kk2yQ/00017.wav,calibration
utt_001420,id10393,Irrfan_Khan,m,India,dev,W6T8eysxkzU,id10393/W6T8eysxkzU/00001.wav,calibration
utt_001421,id10393,Irrfan_Khan,m,India,dev,W6T8eysxkzU,id10393/W6T8eysxkzU/00002.wav,calibration
utt_001422,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00001.wav,calibration
utt_001423,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00002.wav,calibration
utt_001424,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00003.wav,calibration
utt_001425,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00004.wav,calibration
utt_001426,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00005.wav,calibration
utt_001427,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00006.wav,calibration
utt_001428,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00007.wav,calibration
utt_001429,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00008.wav,calibration
utt_001430,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00009.wav,calibration
utt_001431,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00010.wav,calibration
utt_001432,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00011.wav,calibration
utt_001433,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00012.wav,calibration
utt_001434,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00013.wav,calibration
utt_001435,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00014.wav,calibration
utt_001436,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00015.wav,calibration
utt_001437,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00016.wav,calibration
utt_001438,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00017.wav,calibration
utt_001439,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00018.wav,calibration
utt_001440,id10393,Irrfan_Khan,m,India,dev,WqPniXc7PxY,id10393/WqPniXc7PxY/00019.wav,calibration
utt_001441,id10393,Irrfan_Khan,m,India,dev,Z39rBHg_EyE,id10393/Z39rBHg_EyE/00001.wav,calibration
utt_001442,id10393,Irrfan_Khan,m,India,dev,Z39rBHg_EyE,id10393/Z39rBHg_EyE/00002.wav,calibration
utt_001443,id10393,Irrfan_Khan,m,India,dev,Z39rBHg_EyE,id10393/Z39rBHg_EyE/00003.wav,calibration
utt_001444,id10393,Irrfan_Khan,m,India,dev,Z39rBHg_EyE,id10393/Z39rBHg_EyE/00004.wav,calibration
utt_001445,id10393,Irrfan_Khan,m,India,dev,Z39rBHg_EyE,id10393/Z39rBHg_EyE/00005.wav,calibration
utt_001446,id10393,Irrfan_Khan,m,India,dev,zGDrufd0E7U,id10393/zGDrufd0E7U/00001.wav,calibration
utt_001447,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00001.wav,calibration
utt_001448,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00002.wav,calibration
utt_001449,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00003.wav,calibration
utt_001450,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00004.wav,calibration
utt_001451,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00005.wav,calibration
utt_001452,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00006.wav,calibration
utt_001453,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00007.wav,calibration
utt_001454,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00008.wav,calibration
utt_001455,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00009.wav,calibration
utt_001456,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00010.wav,calibration
utt_001457,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00011.wav,calibration
utt_001458,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00012.wav,calibration
utt_001459,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00013.wav,calibration
utt_001460,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00014.wav,calibration
utt_001461,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00015.wav,calibration
utt_001462,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00016.wav,calibration
utt_001463,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00017.wav,calibration
utt_001464,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00018.wav,calibration
utt_001465,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00019.wav,calibration
utt_001466,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00020.wav,calibration
utt_001467,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00021.wav,calibration
utt_001468,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00022.wav,calibration
utt_001469,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00023.wav,calibration
utt_001470,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00024.wav,calibration
utt_001471,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00025.wav,calibration
utt_001472,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00026.wav,calibration
utt_001473,id10393,Irrfan_Khan,m,India,dev,zv3AoFFDWGs,id10393/zv3AoFFDWGs/00027.wav,calibration
utt_001474,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00001.wav,test
utt_001475,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00002.wav,test
utt_001476,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00003.wav,test
utt_001477,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00004.wav,test
utt_001478,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00005.wav,test
utt_001479,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00006.wav,test
utt_001480,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00007.wav,test
utt_001481,id10519,John_Abraham,m,India,dev,CFR6e1P7Vkg,id10519/CFR6e1P7Vkg/00008.wav,test
utt_001482,id10519,John_Abraham,m,India,dev,CSpbyFLf1q0,id10519/CSpbyFLf1q0/00001.wav,test
utt_001483,id10519,John_Abraham,m,India,dev,CSpbyFLf1q0,id10519/CSpbyFLf1q0/00002.wav,test
utt_001484,id10519,John_Abraham,m,India,dev,CSpbyFLf1q0,id10519/CSpbyFLf1q0/00003.wav,test
utt_001485,id10519,John_Abraham,m,India,dev,dlro2AY0A38,id10519/dlro2AY0A38/00001.wav,test
utt_001486,id10519,John_Abraham,m,India,dev,dlro2AY0A38,id10519/dlro2AY0A38/00002.wav,test
utt_001487,id10519,John_Abraham,m,India,dev,heXFODtJUcs,id10519/heXFODtJUcs/00001.wav,test
utt_001488,id10519,John_Abraham,m,India,dev,heXFODtJUcs,id10519/heXFODtJUcs/00002.wav,test
utt_001489,id10519,John_Abraham,m,India,dev,heXFODtJUcs,id10519/heXFODtJUcs/00003.wav,test
utt_001490,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00001.wav,test
utt_001491,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00002.wav,test
utt_001492,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00003.wav,test
utt_001493,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00004.wav,test
utt_001494,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00005.wav,test
utt_001495,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00006.wav,test
utt_001496,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00007.wav,test
utt_001497,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00008.wav,test
utt_001498,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00009.wav,test
utt_001499,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00010.wav,test
utt_001500,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00011.wav,test
utt_001501,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00012.wav,test
utt_001502,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00013.wav,test
utt_001503,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00014.wav,test
utt_001504,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00015.wav,test
utt_001505,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00016.wav,test
utt_001506,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00017.wav,test
utt_001507,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00018.wav,test
utt_001508,id10519,John_Abraham,m,India,dev,HIrty1rVnpU,id10519/HIrty1rVnpU/00019.wav,test
utt_001509,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00001.wav,test
utt_001510,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00002.wav,test
utt_001511,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00003.wav,test
utt_001512,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00004.wav,test
utt_001513,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00005.wav,test
utt_001514,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00006.wav,test
utt_001515,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00007.wav,test
utt_001516,id10519,John_Abraham,m,India,dev,M8xPkqcv8no,id10519/M8xPkqcv8no/00008.wav,test
utt_001517,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00001.wav,test
utt_001518,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00002.wav,test
utt_001519,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00003.wav,test
utt_001520,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00004.wav,test
utt_001521,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00005.wav,test
utt_001522,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00006.wav,test
utt_001523,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00007.wav,test
utt_001524,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00008.wav,test
utt_001525,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00009.wav,test
utt_001526,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00010.wav,test
utt_001527,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00011.wav,test
utt_001528,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00012.wav,test
utt_001529,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00013.wav,test
utt_001530,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00014.wav,test
utt_001531,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00015.wav,test
utt_001532,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00016.wav,test
utt_001533,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00017.wav,test
utt_001534,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00018.wav,test
utt_001535,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00019.wav,test
utt_001536,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00020.wav,test
utt_001537,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00021.wav,test
utt_001538,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00022.wav,test
utt_001539,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00023.wav,test
utt_001540,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00024.wav,test
utt_001541,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00025.wav,test
utt_001542,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00026.wav,test
utt_001543,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00027.wav,test
utt_001544,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00028.wav,test
utt_001545,id10519,John_Abraham,m,India,dev,oUHGKXT4Aew,id10519/oUHGKXT4Aew/00029.wav,test
utt_001546,id10519,John_Abraham,m,India,dev,SnKuOWc19zE,id10519/SnKuOWc19zE/00001.wav,test
utt_001547,id10519,John_Abraham,m,India,dev,SnKuOWc19zE,id10519/SnKuOWc19zE/00002.wav,test
utt_001548,id10519,John_Abraham,m,India,dev,SnKuOWc19zE,id10519/SnKuOWc19zE/00003.wav,test
utt_001549,id10519,John_Abraham,m,India,dev,SnKuOWc19zE,id10519/SnKuOWc19zE/00004.wav,test
utt_001550,id10519,John_Abraham,m,India,dev,SnKuOWc19zE,id10519/SnKuOWc19zE/00005.wav,test
utt_001551,id10519,John_Abraham,m,India,dev,SnKuOWc19zE,id10519/SnKuOWc19zE/00006.wav,test
utt_001552,id10519,John_Abraham,m,India,dev,SnKuOWc19zE,id10519/SnKuOWc19zE/00007.wav,test
