pair_id,file_a,file_b,utterance_id_a,utterance_id_b,label,similarity,status,error
calibration_000363,id10724/DP5gCFoWgGI/00002.wav,id10912/2yUgv3B_YcI/00001.wav,utt_001881,utt_002295,0,0.9161098003387451,success,
calibration_000364,id11136/lgn4MoVWAd0/00001.wav,id11136/vZjpmzzZ_ng/00001.wav,utt_004471,utt_004479,1,0.930355429649353,success,
calibration_000365,id10912/i4HQPxxEak8/00003.wav,id10912/nKEsCDKYuIs/00001.wav,utt_002394,utt_002431,1,0.9561061859130859,success,
calibration_000366,id10393/WqPniXc7PxY/00006.wav,id10393/msOWiaq428g/00001.wav,utt_001427,utt_001313,1,0.9490771889686584,success,
calibration_000367,id10852/cucj7WNGWmU/00005.wav,id10852/jZLH__45hVM/00012.wav,utt_002028,utt_002083,1,0.9401446580886841,success,
calibration_000368,id11100/_X7bgANxPnQ/00003.wav,id11136/Pded8L7dHCQ/00001.wav,utt_004061,utt_004474,0,0.9313966035842896,success,
calibration_000369,id11136/X2Y1UPlq0j8/00010.wav,id11136/vZjpmzzZ_ng/00003.wav,utt_004492,utt_004481,1,0.9140397906303406,success,
calibration_000370,id11100/QmihWZJn-a4/00008.wav,id11136/Axf1v9rZsEw/00012.wav,utt_004141,utt_004459,0,0.8943252563476562,success,
calibration_000371,id10017/bNNIcOJGy4w/00004.wav,id10912/vvLu_7TpP8c/00010.wav,utt_000344,utt_002443,0,0.871023952960968,success,
calibration_000372,id10393/dTOyxqXd_5M/00017.wav,id10724/kHSikgTOz70/00005.wav,utt_001250,utt_001912,0,0.8921346068382263,success,
calibration_000373,id10724/xS_Mh-DOAI0/00008.wav,id10912/wrWW-p4guKQ/00006.wav,utt_001946,utt_002499,0,0.9223839044570923,success,
calibration_000374,id10017/xH3Pp_5yxOk/00009.wav,id10393/JhbyTN4ivRg/00021.wav,utt_000436,utt_001303,0,0.9258552193641663,success,
calibration_000375,id10017/BuecddErOwU/00018.wav,id10017/PynZ3bQ3Ga4/00001.wav,utt_000362,utt_000416,1,0.9454652667045593,success,
calibration_000376,id10393/5tY3jMpviwk/00001.wav,id10393/sV_ohWbzzQg/00008.wav,utt_001197,utt_001378,1,0.9663272500038147,success,
calibration_000377,id10393/hziG7HyqQ6g/00001.wav,id10393/oyWxfzbelHo/00008.wav,utt_001279,utt_001322,1,0.9532967209815979,success,
calibration_000378,id10017/qFUUDSjCy5M/00003.wav,id10852/fRGTY9Zed8I/00011.wav,utt_000420,utt_002040,0,0.9491184949874878,success,
calibration_000379,id10956/E3vmxDVWP3Q/00004.wav,id11136/X2Y1UPlq0j8/00005.wav,utt_003279,utt_004487,0,0.8822388648986816,success,
calibration_000380,id10724/fUKPz7jr6NE/00001.wav,id10724/gqGgO5EQ0HQ/00004.wav,utt_001899,utt_001903,1,0.9494971036911011,success,
calibration_000381,id10956/2CsyGLVAS2g/00001.wav,id10956/aXqRLChwGRo/00001.wav,utt_003235,utt_003272,1,0.9514511823654175,success,
calibration_000382,id10852/sVUfcg8XQzg/00057.wav,id11136/vZjpmzzZ_ng/00004.wav,utt_002150,utt_004482,0,0.8767913579940796,success,
calibration_000383,id11100/4p9Zq781kZ0/00004.wav,id11100/YaYaPzSxRA8/00001.wav,utt_004033,utt_004179,1,0.9443178176879883,success,
calibration_000384,id10017/7QOGR0zvTxY/00002.wav,id10017/8rp9UYZp-zA/00003.wav,utt_000322,utt_000325,1,0.9684831500053406,success,
calibration_000385,id11136/7_Gb0VYQV3s/00002.wav,id11136/vZjpmzzZ_ng/00004.wav,utt_004447,utt_004482,1,0.909176766872406,success,
calibration_000386,id10017/8rp9UYZp-zA/00010.wav,id11130/F8zXHQZ_VyA/00004.wav,utt_000332,utt_004282,0,0.93224036693573,success,
calibration_000387,id10956/Agg13sg82pk/00003.wav,id10956/zNzlB5JN_kY/00004.wav,utt_003264,utt_003477,1,0.9392417073249817,success,
calibration_000388,id10956/pJ4Jnsz1SsA/00022.wav,id11130/HJnzTUM9G8E/00008.wav,utt_003418,utt_004310,0,0.907228410243988,success,
calibration_000389,id10393/dTOyxqXd_5M/00006.wav,id10393/h4Oc0gpPFM0/00001.wav,utt_001239,utt_001278,1,0.9443809986114502,success,
calibration_000390,id10724/6tFEkfsIeXk/00004.wav,id10852/JZIc4U87Mr4/00002.wav,utt_001877,utt_002052,0,0.8767257332801819,success,
calibration_000391,id11100/XjoJ20n9u2M/00002.wav,id11100/hFH3_Sz-V7w/00005.wav,utt_004165,utt_004088,1,0.9605885148048401,success,
calibration_000392,id11136/FNJVgXnZNXM/00001.wav,id11136/lgn4MoVWAd0/00003.wav,utt_004467,utt_004473,1,0.9625285267829895,success,
calibration_000393,id10017/Pkfu9rKM5QA/00003.wav,id10393/1D22Tgx1k4A/00028.wav,utt_000401,utt_001171,0,0.9170719385147095,success,
calibration_000394,id10912/EvCyt2keqW4/00001.wav,id10912/JtTrbIAKVQg/00001.wav,utt_002373,utt_002395,1,0.9581978917121887,success,
calibration_000395,id10724/uw8SDDK6Mbk/00018.wav,id11136/X2Y1UPlq0j8/00004.wav,utt_001938,utt_004486,0,0.9276086688041687,success,
calibration_000396,id10393/c1JZyTDFDbk/00004.wav,id11136/Axf1v9rZsEw/00014.wav,utt_001224,utt_004461,0,0.8999124765396118,success,
calibration_000397,id10393/RJU2Lx3pz6U/00008.wav,id10393/WqPniXc7PxY/00016.wav,utt_001369,utt_001437,1,0.956322968006134,success,
calibration_000398,id10724/XVoRDzwHwDU/00025.wav,id11136/lgn4MoVWAd0/00001.wav,utt_001981,utt_004471,0,0.9237903356552124,success,
calibration_000399,id10852/3VjC4mp7ZZM/00001.wav,id10852/fRGTY9Zed8I/00006.wav,utt_002013,utt_002035,1,0.9637690782546997,success,
calibration_000400,id11100/4TIelDLLOyE/00002.wav,id11100/6Lv08Mbm1q0/00001.wav,utt_004036,utt_004054,1,0.9307788014411926,success,
calibration_000401,id10017/xH3Pp_5yxOk/00003.wav,id10912/NBh6Y-hphmo/00003.wav,utt_000430,utt_002412,0,0.8703088164329529,success,
calibration_000402,id11100/3wHTyqxyDqk/00012.wav,id11100/4TIelDLLOyE/00001.wav,utt_004028,utt_004035,1,0.9347537159919739,success,
calibration_000403,id11100/Yp4Tnl9Ob9Y/00011.wav,id11130/tXutBWbk5Mw/00007.wav,utt_004190,utt_004404,0,0.8791577816009521,success,
calibration_000404,id10852/g5hgDbVpBQY/00003.wav,id10852/sVUfcg8XQzg/00009.wav,utt_002047,utt_002102,1,0.9459282755851746,success,
calibration_000405,id11136/7_Gb0VYQV3s/00001.wav,id11136/Pded8L7dHCQ/00002.wav,utt_004446,utt_004475,1,0.9355270862579346,success,
calibration_000406,id10724/JNMeEXwXbqw/00004.wav,id10912/vvLu_7TpP8c/00002.wav,utt_001907,utt_002435,0,0.917165994644165,success,
calibration_000407,id10393/Z39rBHg_EyE/00003.wav,id10393/dTOyxqXd_5M/00026.wav,utt_001443,utt_001259,1,0.9343729615211487,success,
calibration_000408,id10852/JZIc4U87Mr4/00003.wav,id11130/HJnzTUM9G8E/00008.wav,utt_002053,utt_004310,0,0.902275800704956,success,
calibration_000409,id10017/CYb_opUpiw4/00015.wav,id10956/J-qEplZwXYk/00006.wav,utt_000377,utt_003309,0,0.9393734335899353,success,
calibration_000410,id10017/CYb_opUpiw4/00012.wav,id11100/pjcl0xJsrhw/00001.wav,utt_000374,utt_004126,0,0.8822933435440063,success,
calibration_000411,id10017/CYb_opUpiw4/00008.wav,id10724/kHSikgTOz70/00005.wav,utt_000370,utt_001912,0,0.8777493238449097,success,
calibration_000412,id10956/2CsyGLVAS2g/00001.wav,id10956/8Jim3lamzDQ/00010.wav,utt_003235,utt_003258,1,0.960911214351654,success,
calibration_000413,id10912/2yUgv3B_YcI/00013.wav,id10912/Yf93Q8L4xhs/00009.wav,utt_002307,utt_002509,1,0.9702004194259644,success,
calibration_000414,id11130/FEam3q144yc/00001.wav,id11130/Vd5d36VtZGE/00001.wav,utt_004295,utt_004416,1,0.9697087407112122,success,
calibration_000415,id10852/JZIc4U87Mr4/00012.wav,id10912/c5k0yjQqaww/00006.wav,utt_002062,utt_002358,0,0.8505715131759644,success,
calibration_000416,id11130/EU13lStSa-k/00002.wav,id11136/lgn4MoVWAd0/00003.wav,utt_004269,utt_004473,0,0.9050561189651489,success,
calibration_000417,id10724/kHSikgTOz70/00004.wav,id11130/yY2yv2W4ZLk/00003.wav,utt_001911,utt_004425,0,0.9208234548568726,success,
calibration_000418,id10393/zv3AoFFDWGs/00021.wav,id11130/Zgl6gxMr9x0/00011.wav,utt_001467,utt_004442,0,0.9585108757019043,success,
calibration_000419,id10017/uy0-9hpmHJs/00001.wav,id10393/oyWxfzbelHo/00043.wav,utt_000426,utt_001357,0,0.9314285516738892,success,
calibration_000420,id10393/JhbyTN4ivRg/00019.wav,id10912/ad3NhT2tA7E/00008.wav,utt_001301,utt_002334,0,0.8712671399116516,success,
calibration_000421,id11130/HJnzTUM9G8E/00014.wav,id11130/KwA1y-PAbYU/00001.wav,utt_004316,utt_004361,1,0.9588272571563721,success,
calibration_000422,id10912/EvCyt2keqW4/00006.wav,id10912/yQeyd53S1uk/00002.wav,utt_002378,utt_002529,1,0.9582525491714478,success,
calibration_000423,id10724/XVoRDzwHwDU/00023.wav,id11136/ugbeDncv40A/00001.wav,utt_001979,utt_004478,0,0.9489833116531372,success,
calibration_000424,id11100/EuASmewkxyc/00005.wav,id11100/I3_NJyP6jp0/00018.wav,utt_004079,utt_004109,1,0.9413310885429382,success,
calibration_000425,id10956/SK9iVw56wXs/00006.wav,id11136/ydUt9GgHa9Q/00005.wav,utt_003460,utt_004498,0,0.8636748194694519,success,
calibration_000426,id10017/BuecddErOwU/00003.wav,id10393/zGDrufd0E7U/00001.wav,utt_000347,utt_001446,0,0.9075478315353394,success,
calibration_000427,id10956/pJ4Jnsz1SsA/00013.wav,id11136/FNJVgXnZNXM/00001.wav,utt_003409,utt_004467,0,0.8813782930374146,success,
calibration_000428,id10393/JhbyTN4ivRg/00018.wav,id10956/M2k_enZdWu4/00001.wav,utt_001300,utt_003330,0,0.9252059459686279,success,
calibration_000429,id11100/Yp4Tnl9Ob9Y/00023.wav,id11130/IZhnh1gf70g/00020.wav,utt_004202,utt_004348,0,0.8944891095161438,success,
calibration_000430,id10956/zNzlB5JN_kY/00002.wav,id11130/nHUYI8o-lWg/00002.wav,utt_003475,utt_004371,0,0.910687267780304,success,
calibration_000431,id10852/jZLH__45hVM/00014.wav,id10912/NBh6Y-hphmo/00009.wav,utt_002085,utt_002418,0,0.8709750175476074,success,
calibration_000432,id10393/JhbyTN4ivRg/00011.wav,id10393/RJU2Lx3pz6U/00003.wav,utt_001293,utt_001364,1,0.9557060599327087,success,
calibration_000433,id10912/EnAmuPInAvs/00001.wav,id10912/NBh6Y-hphmo/00015.wav,utt_002372,utt_002424,1,0.9661082625389099,success,
calibration_000434,id10393/oyWxfzbelHo/00015.wav,id11130/NbELtjnkhYY/00004.wav,utt_001329,utt_004369,0,0.9358662366867065,success,
calibration_000435,id10393/RJU2Lx3pz6U/00003.wav,id10393/WqPniXc7PxY/00018.wav,utt_001364,utt_001439,1,0.9602799415588379,success,
calibration_000436,id10912/3efhGhqizHg/00002.wav,id10912/JtTrbIAKVQg/00001.wav,utt_002317,utt_002395,1,0.9591841697692871,success,
calibration_000437,id10393/W6T8eysxkzU/00002.wav,id10393/dTOyxqXd_5M/00044.wav,utt_001421,utt_001277,1,0.9457191824913025,success,
calibration_000438,id10393/UGid3tWJXKw/00006.wav,id11136/Axf1v9rZsEw/00007.wav,utt_001393,utt_004454,0,0.8824240565299988,success,
calibration_000439,id10912/Yf93Q8L4xhs/00022.wav,id10956/OS1I7a4LNww/00006.wav,utt_002522,utt_003384,0,0.8738267421722412,success,
calibration_000440,id10017/8rp9UYZp-zA/00008.wav,id10852/sVUfcg8XQzg/00021.wav,utt_000330,utt_002114,0,0.9300991892814636,success,
calibration_000441,id11136/Pded8L7dHCQ/00004.wav,id11136/dRFCuIsUAOU/00002.wav,utt_004477,utt_004466,1,0.9241679906845093,success,
calibration_000442,id10724/XVoRDzwHwDU/00009.wav,id10912/i4HQPxxEak8/00003.wav,utt_001965,utt_002394,0,0.9407967329025269,success,
calibration_000443,id10912/vvLu_7TpP8c/00019.wav,id11100/AnT9rKPkKG0/00005.wav,utt_002452,utt_004069,0,0.93166583776474,success,
calibration_000444,id10017/BuecddErOwU/00002.wav,id11136/Axf1v9rZsEw/00015.wav,utt_000346,utt_004462,0,0.895435631275177,success,
calibration_000445,id10852/ch1WvFNOL50/00002.wav,id10852/sVUfcg8XQzg/00042.wav,utt_002022,utt_002135,1,0.9696778059005737,success,
calibration_000446,id11130/yY2yv2W4ZLk/00009.wav,id11136/ydUt9GgHa9Q/00001.wav,utt_004431,utt_004494,0,0.913393497467041,success,
calibration_000447,id11100/AnT9rKPkKG0/00007.wav,id11100/EuASmewkxyc/00007.wav,utt_004071,utt_004081,1,0.9683458209037781,success,
calibration_000448,id10017/5r-26vNFeJU/00007.wav,id10852/bezBfE_aCrI/00004.wav,utt_000309,utt_002020,0,0.9215984344482422,success,
calibration_000449,id10393/h4Oc0gpPFM0/00001.wav,id11136/Axf1v9rZsEw/00005.wav,utt_001278,utt_004452,0,0.8674951195716858,success,
calibration_000450,id10017/6ya9UpdRCPs/00002.wav,id10017/Pkfu9rKM5QA/00003.wav,utt_000320,utt_000401,1,0.922877848148346,success,
calibration_000451,id10852/ch1WvFNOL50/00001.wav,id10852/sVUfcg8XQzg/00011.wav,utt_002021,utt_002104,1,0.9587001800537109,success,
calibration_000452,id10017/CYb_opUpiw4/00002.wav,id10393/dTOyxqXd_5M/00014.wav,utt_000364,utt_001247,0,0.9291946291923523,success,
calibration_000453,id10852/JZIc4U87Mr4/00004.wav,id10912/ad3NhT2tA7E/00018.wav,utt_002054,utt_002344,0,0.8441189527511597,success,
calibration_000454,id10724/YsVDo2AO_X0/00001.wav,id10724/e-vuV1-N97Q/00008.wav,utt_001989,utt_001898,1,0.9438971281051636,success,
calibration_000455,id10017/CYb_opUpiw4/00011.wav,id10852/bezBfE_aCrI/00004.wav,utt_000373,utt_002020,0,0.9400080442428589,success,
calibration_000456,id11136/Pded8L7dHCQ/00003.wav,id11136/X2Y1UPlq0j8/00001.wav,utt_004476,utt_004483,1,0.9572207927703857,success,
calibration_000457,id10724/uw8SDDK6Mbk/00006.wav,id11136/lgn4MoVWAd0/00001.wav,utt_001926,utt_004471,0,0.9169236421585083,success,
calibration_000458,id10956/M2k_enZdWu4/00019.wav,id11100/I3_NJyP6jp0/00010.wav,utt_003348,utt_004101,0,0.8806201815605164,success,
calibration_000459,id10724/T37JG3wNeTo/00001.wav,id10724/kHSikgTOz70/00006.wav,utt_001920,utt_001913,1,0.9723049402236938,success,
calibration_000460,id10852/jZLH__45hVM/00007.wav,id11130/Irh4nKsPGwg/00002.wav,utt_002078,utt_004328,0,0.903315544128418,success,
calibration_000461,id11136/ydUt9GgHa9Q/00005.wav,id11136/z1dLArSg5PQ/00001.wav,utt_004498,utt_004500,1,0.9451085329055786,success,
calibration_000462,id10393/JhbyTN4ivRg/00021.wav,id11136/7_Gb0VYQV3s/00001.wav,utt_001303,utt_004446,0,0.8759856820106506,success,
calibration_000463,id11136/FNJVgXnZNXM/00002.wav,id11136/ugbeDncv40A/00001.wav,utt_004468,utt_004478,1,0.9654766917228699,success,
calibration_000464,id11100/6Daa1crr9QY/00001.wav,id11100/YaYaPzSxRA8/00001.wav,utt_004047,utt_004179,1,0.953976035118103,success,
calibration_000465,id10393/RJU2Lx3pz6U/00004.wav,id10393/VG1kjxkcfcA/00001.wav,utt_001365,utt_001402,1,0.964064359664917,success,
calibration_000466,id10393/zv3AoFFDWGs/00014.wav,id11130/IZhnh1gf70g/00003.wav,utt_001460,utt_004331,0,0.9548835754394531,success,
calibration_000467,id11130/RNKUA8EGl20/00012.wav,id11130/kYJi779BvMU/00002.wav,utt_004390,utt_004363,1,0.9220248460769653,success,
calibration_000468,id11130/FEam3q144yc/00001.wav,id11130/yY2yv2W4ZLk/00002.wav,utt_004295,utt_004424,1,0.9203211665153503,success,
calibration_000469,id10912/KRRbdyUUtLo/00004.wav,id10912/vvLu_7TpP8c/00014.wav,utt_002399,utt_002447,1,0.9704751968383789,success,
calibration_000470,id11130/NbELtjnkhYY/00003.wav,id11130/kYJi779BvMU/00004.wav,utt_004368,utt_004365,1,0.930128812789917,success,
calibration_000471,id10912/EvCyt2keqW4/00008.wav,id10912/NBh6Y-hphmo/00017.wav,utt_002380,utt_002426,1,0.9462361335754395,success,
calibration_000472,id11130/BXJh_XZGrWo/00001.wav,id11130/SkG_FH0eh08/00002.wav,utt_004265,utt_004396,1,0.9428057670593262,success,
calibration_000473,id10393/zv3AoFFDWGs/00010.wav,id11136/X2Y1UPlq0j8/00003.wav,utt_001456,utt_004485,0,0.8691701292991638,success,
calibration_000474,id10724/DP5gCFoWgGI/00002.wav,id10724/YsVDo2AO_X0/00001.wav,utt_001881,utt_001989,1,0.9327753782272339,success,
calibration_000475,id10724/e-vuV1-N97Q/00001.wav,id10956/3z_KK_JmQQ4/00002.wav,utt_001891,utt_003238,0,0.9018585681915283,success,
calibration_000476,id10393/bGMrmiwphO0/00005.wav,id10393/c1JZyTDFDbk/00005.wav,utt_001211,utt_001225,1,0.9516147971153259,success,
calibration_000477,id10017/BuecddErOwU/00007.wav,id11100/_X7bgANxPnQ/00002.wav,utt_000351,utt_004060,0,0.8633939623832703,success,
calibration_000478,id10956/pJ4Jnsz1SsA/00020.wav,id11136/Axf1v9rZsEw/00010.wav,utt_003416,utt_004457,0,0.8816236257553101,success,
calibration_000479,id11130/FEam3q144yc/00001.wav,id11130/IZhnh1gf70g/00007.wav,utt_004295,utt_004335,1,0.938079833984375,success,
calibration_000480,id10017/CYb_opUpiw4/00017.wav,id10017/xLakEK2bbQw/00003.wav,utt_000379,utt_000453,1,0.9528546929359436,success,
calibration_000481,id10852/3VjC4mp7ZZM/00003.wav,id10852/XuGp-z4niBY/00001.wav,utt_002015,utt_002172,1,0.9636014699935913,success,
calibration_000482,id11100/0dK_zszRMGE/00006.wav,id11136/Axf1v9rZsEw/00016.wav,utt_003989,utt_004463,0,0.9301644563674927,success,
calibration_000483,id11100/6geoWeYvFFw/00001.wav,id11100/xs7wQ9wxtZ0/00001.wav,utt_004048,utt_004168,1,0.9511552453041077,success,
calibration_000484,id10393/aWAguBjO03M/00001.wav,id10724/uw8SDDK6Mbk/00005.wav,utt_001198,utt_001925,0,0.8686551451683044,success,
calibration_000485,id10393/h4Oc0gpPFM0/00001.wav,id10393/msOWiaq428g/00002.wav,utt_001278,utt_001314,1,0.9558680653572083,success,
calibration_000486,id11100/_X7bgANxPnQ/00006.wav,id11100/vLEjFXUFGQA/00006.wav,utt_004064,utt_004149,1,0.9601700305938721,success,
calibration_000487,id10393/sV_ohWbzzQg/00004.wav,id10393/zv3AoFFDWGs/00003.wav,utt_001374,utt_001449,1,0.9294021129608154,success,
calibration_000488,id10724/uw8SDDK6Mbk/00008.wav,id11130/IZhnh1gf70g/00009.wav,utt_001928,utt_004337,0,0.8869485259056091,success,
calibration_000489,id10017/8rp9UYZp-zA/00001.wav,id11100/6Lv08Mbm1q0/00001.wav,utt_000323,utt_004054,0,0.8420349955558777,success,
calibration_000490,id10017/6ya9UpdRCPs/00001.wav,id10017/Px9R6A3XKDM/00001.wav,utt_000319,utt_000412,1,0.9647316336631775,success,
calibration_000491,id10017/qFUUDSjCy5M/00003.wav,id10724/DP5gCFoWgGI/00005.wav,utt_000420,utt_001884,0,0.8997864127159119,success,
calibration_000492,id10852/bezBfE_aCrI/00002.wav,id10956/qM5zMKiGNgg/00006.wav,utt_002018,utt_003434,0,0.9364491105079651,success,
calibration_000493,id10724/kHSikgTOz70/00008.wav,id10724/pKOCOOG5Ukw/00002.wav,utt_001915,utt_001918,1,0.9033311009407043,success,
calibration_000494,id11100/I3_NJyP6jp0/00015.wav,id11136/ydUt9GgHa9Q/00004.wav,utt_004106,utt_004497,0,0.9518435597419739,success,
calibration_000495,id10912/vvLu_7TpP8c/00009.wav,id10956/M2k_enZdWu4/00040.wav,utt_002442,utt_003369,0,0.8490226864814758,success,
calibration_000496,id10393/zv3AoFFDWGs/00016.wav,id11130/IZhnh1gf70g/00014.wav,utt_001462,utt_004342,0,0.9397616982460022,success,
calibration_000497,id11100/Yp4Tnl9Ob9Y/00001.wav,id11130/uZCf5BK2BUQ/00002.wav,utt_004180,utt_004412,0,0.8783845901489258,success,
calibration_000498,id10393/JhbyTN4ivRg/00016.wav,id10956/pJ4Jnsz1SsA/00005.wav,utt_001298,utt_003401,0,0.9407418370246887,success,
calibration_000499,id11100/QmihWZJn-a4/00002.wav,id11100/xs7wQ9wxtZ0/00011.wav,utt_004135,utt_004178,1,0.9277893900871277,success,
calibration_000500,id10852/JZIc4U87Mr4/00020.wav,id10912/vvLu_7TpP8c/00009.wav,utt_002070,utt_002442,0,0.8837375044822693,success,
calibration_000501,id11130/7j_105F0RmM/00008.wav,id11130/YSNOW9_jlSY/00004.wav,utt_004237,utt_004420,1,0.9628574252128601,success,
calibration_000502,id10852/3VjC4mp7ZZM/00002.wav,id10852/ch1WvFNOL50/00001.wav,utt_002014,utt_002021,1,0.9584891200065613,success,
calibration_000503,id10017/iwN6Hu6xyM0/00001.wav,id10017/xH3Pp_5yxOk/00003.wav,utt_000393,utt_000430,1,0.9654070138931274,success,
calibration_000504,id10724/XVoRDzwHwDU/00032.wav,id10852/jZLH__45hVM/00006.wav,utt_001988,utt_002077,0,0.8822410106658936,success,
calibration_000505,id10017/Px9R6A3XKDM/00003.wav,id10017/qFUUDSjCy5M/00002.wav,utt_000414,utt_000419,1,0.935638427734375,success,
calibration_000506,id11136/7_Gb0VYQV3s/00002.wav,id11136/z1dLArSg5PQ/00001.wav,utt_004447,utt_004500,1,0.9336577653884888,success,
calibration_000507,id10852/2iV9HT3E1Ls/00002.wav,id10852/XgXbHX3_xIA/00002.wav,utt_001991,utt_002169,1,0.9549981951713562,success,
calibration_000508,id10724/XVoRDzwHwDU/00030.wav,id10724/pKOCOOG5Ukw/00002.wav,utt_001986,utt_001918,1,0.9576400518417358,success,
calibration_000509,id10017/5VxX7ZI5z5s/00004.wav,id10724/DP5gCFoWgGI/00007.wav,utt_000316,utt_001886,0,0.8924275040626526,success,
calibration_000510,id11100/AnT9rKPkKG0/00003.wav,id11100/hFH3_Sz-V7w/00004.wav,utt_004067,utt_004087,1,0.9549392461776733,success,
calibration_000511,id10017/xH3Pp_5yxOk/00016.wav,id10393/dTOyxqXd_5M/00036.wav,utt_000443,utt_001269,0,0.9258635640144348,success,
calibration_000512,id10724/DP5gCFoWgGI/00001.wav,id11130/kYJi779BvMU/00001.wav,utt_001880,utt_004362,0,0.8788130283355713,success,
calibration_000513,id10393/dTOyxqXd_5M/00015.wav,id11136/vZjpmzzZ_ng/00003.wav,utt_001248,utt_004481,0,0.8831592202186584,success,
calibration_000514,id11130/BXJh_XZGrWo/00001.wav,id11130/o-hOCXnEFGc/00001.wav,utt_004265,utt_004377,1,0.9396510124206543,success,
calibration_000515,id10393/WqPniXc7PxY/00014.wav,id11100/I3_NJyP6jp0/00011.wav,utt_001435,utt_004102,0,0.8946733474731445,success,
calibration_000516,id10912/JtTrbIAKVQg/00001.wav,id10912/VeqfQfXAwRY/00001.wav,utt_002395,utt_002433,1,0.9471560716629028,success,
calibration_000517,id10956/6ewLksV5OWo/00002.wav,id10956/QcoqcI_ReP4/00001.wav,utt_003248,utt_003428,1,0.9396971464157104,success,
calibration_000518,id11136/ydUt9GgHa9Q/00004.wav,id11136/z1dLArSg5PQ/00001.wav,utt_004497,utt_004500,1,0.9302710294723511,success,
calibration_000519,id11130/7j_105F0RmM/00006.wav,id11130/uZCf5BK2BUQ/00003.wav,utt_004235,utt_004413,1,0.9693268537521362,success,
calibration_000520,id10393/VG1kjxkcfcA/00001.wav,id10393/kLnCqvMY1uE/00005.wav,utt_001402,utt_001311,1,0.9579949975013733,success,
calibration_000521,id11136/Pded8L7dHCQ/00002.wav,id11136/X2Y1UPlq0j8/00005.wav,utt_004475,utt_004487,1,0.9562197327613831,success,
calibration_000522,id10852/fRGTY9Zed8I/00008.wav,id10912/2yUgv3B_YcI/00013.wav,utt_002037,utt_002307,0,0.8435629606246948,success,
calibration_000523,id10724/XVoRDzwHwDU/00004.wav,id10852/2iV9HT3E1Ls/00013.wav,utt_001960,utt_002002,0,0.8766462802886963,success,
calibration_000524,id10956/6ewLksV5OWo/00001.wav,id10956/E3vmxDVWP3Q/00004.wav,utt_003247,utt_003279,1,0.968981921672821,success,
calibration_000525,id10393/bGMrmiwphO0/00001.wav,id10393/pxNluJ_THJg/00001.wav,utt_001207,utt_001361,1,0.9418039321899414,success,
calibration_000526,id10017/BuecddErOwU/00007.wav,id10912/2yUgv3B_YcI/00017.wav,utt_000351,utt_002311,0,0.8575762510299683,success,
calibration_000527,id10852/cucj7WNGWmU/00004.wav,id11130/F8zXHQZ_VyA/00009.wav,utt_002027,utt_004287,0,0.9187190532684326,success,
calibration_000528,id11136/klEOH87-aro/00001.wav,id11136/lgn4MoVWAd0/00003.wav,utt_004470,utt_004473,1,0.9485495686531067,success,
calibration_000529,id10393/W6T8eysxkzU/00001.wav,id10393/zv3AoFFDWGs/00014.wav,utt_001420,utt_001460,1,0.9602901935577393,success,
calibration_000530,id10017/5r-26vNFeJU/00003.wav,id11100/AnT9rKPkKG0/00005.wav,utt_000305,utt_004069,0,0.8504228591918945,success,
calibration_000531,id10393/pxNluJ_THJg/00001.wav,id10393/sV_ohWbzzQg/00001.wav,utt_001361,utt_001371,1,0.9340904951095581,success,
calibration_000532,id10393/W6T8eysxkzU/00001.wav,id10956/M2k_enZdWu4/00035.wav,utt_001420,utt_003364,0,0.9288791418075562,success,
calibration_000533,id10393/VG1kjxkcfcA/00001.wav,id10393/dTOyxqXd_5M/00040.wav,utt_001402,utt_001273,1,0.9454423785209656,success,
calibration_000534,id10393/sV_ohWbzzQg/00015.wav,id11136/Axf1v9rZsEw/00014.wav,utt_001385,utt_004461,0,0.8993217349052429,success,
calibration_000535,id11130/HJnzTUM9G8E/00007.wav,id11130/U12nOxVy3WU/00003.wav,utt_004309,utt_004407,1,0.9632317423820496,success,
calibration_000536,id10017/5VxX7ZI5z5s/00004.wav,id11130/ajiJfJowUIA/00004.wav,utt_000316,utt_004242,0,0.9173581600189209,success,
calibration_000537,id11100/Yp4Tnl9Ob9Y/00018.wav,id11130/tXutBWbk5Mw/00003.wav,utt_004197,utt_004400,0,0.8647565245628357,success,
calibration_000538,id10912/WKkZvGACy8w/00003.wav,id11100/Yp4Tnl9Ob9Y/00011.wav,utt_002472,utt_004190,0,0.9433180093765259,success,
calibration_000539,id10393/pxNluJ_THJg/00001.wav,id10393/sV_ohWbzzQg/00017.wav,utt_001361,utt_001387,1,0.9412053227424622,success,
calibration_000540,id11100/Yp4Tnl9Ob9Y/00007.wav,id11130/7j_105F0RmM/00003.wav,utt_004186,utt_004232,0,0.8869549632072449,success,
calibration_000541,id11100/AnT9rKPkKG0/00009.wav,id11100/EuASmewkxyc/00002.wav,utt_004073,utt_004076,1,0.9578933119773865,success,
calibration_000542,id10724/kHSikgTOz70/00006.wav,id11100/QmihWZJn-a4/00005.wav,utt_001913,utt_004138,0,0.9420027732849121,success,
calibration_000543,id11100/0dK_zszRMGE/00006.wav,id11100/_fBugquFhNE/00002.wav,utt_003989,utt_004057,1,0.9652801156044006,success,
calibration_000544,id10724/T37JG3wNeTo/00001.wav,id10724/YsVDo2AO_X0/00001.wav,utt_001920,utt_001989,1,0.9767916202545166,success,
